,Nom,Type,Pop21,Pop16,Km2,accroissement_population,Population_Cat21,Population_Cat16
500,Saint-Benoît-du-Lac,MÉ,43.0,32.0,2.18,34.375,Moins de 1000,Moins de 1000
501,Saint-Étienne-de-Bolton,MÉ,816.0,674.0,47.27,21.068249258160236,Moins de 1000,Moins de 1000
502,Sainte-Catherine-de-Hatley,MÉ,2741.0,2479.0,86.34,10.568777732956837,2500 à 4999,2500 à 4999
503,Aguanish,MÉ,224.0,245.0,532.04,-8.571428571428571,Moins de 1000,Moins de 1000
504,Baie-Johan-Beetz,MÉ,84.0,86.0,327.46,-2.3255813953488373,Moins de 1000,Moins de 1000
505,Blanc-Sablon,MÉ,1122.0,1112.0,234.98,0.8992805755395683,1000 à 2499,1000 à 2499
506,Bonne-Espérance,MÉ,692.0,681.0,622.99,1.6152716593245227,Moins de 1000,Moins de 1000
507,Côte-Nord-du-Golfe-du-Saint-Laurent,MÉ,787.0,856.0,2597.05,-8.060747663551401,Moins de 1000,Moins de 1000
508,Gros-Mécatina 3,MÉ,356.0,451.0,742.15,-21.06430155210643,Moins de 1000,Moins de 1000
509,Havre-Saint-Pierre,MÉ,3337.0,3460.0,2570.09,-3.554913294797688,2500 à 4999,2500 à 4999
510,L'Île-d'Anticosti,MÉ,177.0,218.0,7715.99,-18.807339449541285,Moins de 1000,Moins de 1000
511,Longue-Pointe-de-Mingan,MÉ,408.0,434.0,370.03,-5.990783410138249,Moins de 1000,Moins de 1000
512,Natashquan,MÉ,262.0,263.0,667.91,-0.38022813688212925,Moins de 1000,Moins de 1000
513,Rivière-Saint-Jean,MÉ,227.0,215.0,513.36,5.5813953488372094,Moins de 1000,Moins de 1000
514,Rivière-au-Tonnerre,MÉ,281.0,279.0,605.14,0.7168458781362007,Moins de 1000,Moins de 1000
515,Saint-Augustin,MÉ,425.0,445.0,1137.68,-4.49438202247191,Moins de 1000,Moins de 1000
516,Saint-Alexis,MÉ,1370.0,1308.0,43.01,4.740061162079511,1000 à 2499,1000 à 2499
517,Saint-Calixte,MÉ,6792.0,6046.0,142.63,12.338736354614621,5000 à 9999,5000 à 9999
518,Saint-Esprit,MÉ,2011.0,1967.0,54.19,2.236908998474835,1000 à 2499,1000 à 2499
519,Saint-Jacques,MÉ,4302.0,3971.0,67.17,8.335431881138252,2500 à 4999,2500 à 4999
520,Saint-Liguori,MÉ,2066.0,1943.0,50.88,6.330416881111683,1000 à 2499,1000 à 2499
521,Saint-Roch-Ouest,MÉ,262.0,266.0,20.14,-1.5037593984962405,Moins de 1000,Moins de 1000
522,Saint-Roch-de-l'Achigan,MÉ,5453.0,5147.0,80.06,5.9452108024091705,5000 à 9999,5000 à 9999
523,Sainte-Julienne,MÉ,11173.0,9953.0,99.42,12.257610770621923,plus de 10000,plus de 10000
524,Sainte-Marie-Salomé,MÉ,1221.0,1209.0,33.79,0.9925558312655087,1000 à 2499,1000 à 2499
525,Berthier-sur-Mer,MÉ,1744.0,1555.0,26.85,12.154340836012862,1000 à 2499,1000 à 2499
526,Cap-Saint-Ignace,MÉ,3099.0,3089.0,204.32,0.32372936225315635,2500 à 4999,2500 à 4999
527,Lac-Frontière,MÉ,175.0,184.0,49.96,-4.891304347826087,Moins de 1000,Moins de 1000
528,Notre-Dame-du-Rosaire,MÉ,371.0,392.0,164.63,-5.357142857142857,Moins de 1000,Moins de 1000
529,Saint-François-de-la-Rivière-du-Sud,MÉ,1580.0,1623.0,96.35,-2.649414664202095,1000 à 2499,1000 à 2499
530,Saint-Just-de-Bretenières,MÉ,639.0,668.0,132.6,-4.341317365269461,Moins de 1000,Moins de 1000
531,Saint-Paul-de-Montminy,MÉ,849.0,785.0,162.77,8.152866242038217,Moins de 1000,Moins de 1000
532,Sainte-Euphémie-sur-Rivière-du-Sud,MÉ,338.0,320.0,92.44,5.625,Moins de 1000,Moins de 1000
533,Sainte-Lucie-de-Beauregard,MÉ,275.0,280.0,82.17,-1.7857142857142858,Moins de 1000,Moins de 1000
534,Notre-Dame-de-Montauban,MÉ,815.0,745.0,162.4,9.395973154362416,Moins de 1000,Moins de 1000
535,Sainte-Thècle,MÉ,2415.0,2484.0,212.48,-2.7777777777777777,1000 à 2499,1000 à 2499
536,Trois-Rives,MÉ,512.0,396.0,597.76,29.292929292929294,Moins de 1000,Moins de 1000
537,Aston-Jonction,MÉ,441.0,424.0,26.2,4.009433962264151,Moins de 1000,Moins de 1000
538,Baie-du-Febvre,MÉ,961.0,988.0,96.78,-2.7327935222672064,Moins de 1000,Moins de 1000
539,Grand-Saint-Esprit,MÉ,488.0,476.0,27.22,2.5210084033613445,Moins de 1000,Moins de 1000
540,La Visitation-de-Yamaska,MÉ,295.0,327.0,42.65,-9.785932721712538,Moins de 1000,Moins de 1000
541,Pierreville 5,MÉ,2104.0,2143.0,77.71,-1.8198786747550164,1000 à 2499,1000 à 2499
542,Saint-Célestin,MÉ,594.0,575.0,76.99,3.3043478260869565,Moins de 1000,Moins de 1000
543,Saint-François-du-Lac,MÉ,1898.0,1965.0,63.8,-3.409669211195929,1000 à 2499,1000 à 2499
544,Saint-Léonard-d'Aston,MÉ,2530.0,2331.0,82.55,8.537108537108537,2500 à 4999,2500 à 4999
545,Saint-Wenceslas,MÉ,1167.0,1157.0,79.57,0.8643042350907519,1000 à 2499,1000 à 2499
546,Sainte-Eulalie,MÉ,984.0,894.0,86.3,10.06711409395973,Moins de 1000,Moins de 1000
547,Sainte-Monique,MÉ,519.0,501.0,58.1,3.592814371257485,Moins de 1000,Moins de 1000
548,Boileau,MÉ,405.0,335.0,134.08,20.895522388059703,Moins de 1000,Moins de 1000
549,Bowman,MÉ,667.0,658.0,126.4,1.3677811550151975,Moins de 1000,Moins de 1000
550,Chénéville,MÉ,848.0,764.0,65.83,10.99476439790576,Moins de 1000,Moins de 1000
551,Duhamel,MÉ,569.0,430.0,427.32,32.325581395348834,Moins de 1000,Moins de 1000
552,Fassett,MÉ,453.0,431.0,12.52,5.104408352668213,Moins de 1000,Moins de 1000
553,Lac-Simon,MÉ,1057.0,944.0,95.65,11.970338983050848,1000 à 2499,1000 à 2499
554,Lac-des-Plages,MÉ,548.0,431.0,150.95,27.1461716937355,Moins de 1000,Moins de 1000
555,Mayo,MÉ,704.0,601.0,72.51,17.13810316139767,Moins de 1000,Moins de 1000
556,Montebello,MÉ,934.0,983.0,8.6,-4.984740590030519,Moins de 1000,Moins de 1000
557,Montpellier,MÉ,1112.0,985.0,246.12,12.893401015228426,1000 à 2499,1000 à 2499
558,Mulgrave-et-Derry,MÉ,461.0,369.0,289.52,24.932249322493224,Moins de 1000,Moins de 1000
559,Namur,MÉ,633.0,572.0,56.17,10.664335664335665,Moins de 1000,Moins de 1000
560,Notre-Dame-de-Bonsecours,MÉ,285.0,301.0,258.36,-5.3156146179401995,Moins de 1000,Moins de 1000
561,Notre-Dame-de-la-Paix,MÉ,675.0,648.0,105.96,4.166666666666667,Moins de 1000,Moins de 1000
562,Papineauville,MÉ,2153.0,2101.0,61.13,2.475011899095669,1000 à 2499,1000 à 2499
563,Plaisance,MÉ,1129.0,1088.0,36.21,3.7683823529411766,1000 à 2499,1000 à 2499
564,Ripon,MÉ,1735.0,1542.0,129.93,12.51621271076524,1000 à 2499,1000 à 2499
565,Saint-André-Avellin,MÉ,3562.0,3749.0,137.34,-4.987996799146439,2500 à 4999,2500 à 4999
566,Saint-Sixte,MÉ,490.0,469.0,84.34,4.477611940298507,Moins de 1000,Moins de 1000
567,Saint-Émile-de-Suffolk,MÉ,512.0,477.0,55.68,7.337526205450734,Moins de 1000,Moins de 1000
568,Val-des-Bois,MÉ,920.0,865.0,222.67,6.358381502890174,Moins de 1000,Moins de 1000
569,Saint-Aimé,MÉ,405.0,461.0,60.53,-12.147505422993492,Moins de 1000,Moins de 1000
570,Saint-David,MÉ,872.0,817.0,92.97,6.731946144430845,Moins de 1000,Moins de 1000
571,Saint-Robert,MÉ,1813.0,1803.0,64.97,0.5546311702717692,1000 à 2499,1000 à 2499
572,Saint-Roch-de-Richelieu,MÉ,2573.0,2188.0,34.44,17.595978062157222,2500 à 4999,2500 à 4999
573,Sainte-Anne-de-Sorel,MÉ,2731.0,2771.0,36.41,-1.443522194153735,2500 à 4999,2500 à 4999
574,Sainte-Victoire-de-Sorel,MÉ,2457.0,2461.0,75.26,-0.16253555465258024,1000 à 2499,1000 à 2499
575,Yamaska,MÉ,1736.0,1687.0,72.82,2.904564315352697,1000 à 2499,1000 à 2499
576,Alleyn-et-Cawood,MÉ,229.0,172.0,308.91,33.13953488372093,Moins de 1000,Moins de 1000
577,Bristol,MÉ,1199.0,1036.0,206.19,15.733590733590734,1000 à 2499,1000 à 2499
578,Bryson,MÉ,646.0,697.0,3.58,-7.317073170731708,Moins de 1000,Moins de 1000
579,Campbell's Bay,MÉ,705.0,744.0,3.42,-5.241935483870968,Moins de 1000,Moins de 1000
580,Clarendon,MÉ,1392.0,1256.0,330.46,10.828025477707007,1000 à 2499,1000 à 2499
581,L'Isle-aux-Allumettes,MÉ,1382.0,1334.0,185.94,3.598200899550225,1000 à 2499,1000 à 2499
582,L'Île-du-Grand-Calumet,MÉ,648.0,626.0,130.55,3.5143769968051117,Moins de 1000,Moins de 1000
583,Litchfield,MÉ,500.0,459.0,198.57,8.932461873638344,Moins de 1000,Moins de 1000
584,Mansfield-et-Pontefract,MÉ,2250.0,2285.0,466.61,-1.5317286652078774,1000 à 2499,1000 à 2499
585,Otter Lake,MÉ,1041.0,932.0,454.7,11.695278969957082,1000 à 2499,1000 à 2499
586,Rapides-des-Joachims,MÉ,141.0,156.0,238.9,-9.615384615384615,Moins de 1000,Moins de 1000
587,Shawville,MÉ,1668.0,1587.0,5.38,5.103969754253308,1000 à 2499,1000 à 2499
588,Sheenboro 3,MÉ,149.0,130.0,565.43,14.615384615384615,Moins de 1000,Moins de 1000
589,Thorne,MÉ,528.0,448.0,173.09,17.857142857142858,Moins de 1000,Moins de 1000
590,Waltham,MÉ,387.0,378.0,360.19,2.380952380952381,Moins de 1000,Moins de 1000
591,Deschambault-Grondines,MÉ,2235.0,2220.0,124.02,0.6756756756756757,1000 à 2499,1000 à 2499
592,Rivière-à-Pierre,MÉ,625.0,584.0,515.62,7.02054794520548,Moins de 1000,Moins de 1000
593,Saint-Alban,MÉ,1196.0,1198.0,148.47,-0.1669449081803005,1000 à 2499,1000 à 2499
594,Saint-Casimir,MÉ,1449.0,1430.0,66.5,1.3286713286713288,1000 à 2499,1000 à 2499
595,Saint-Léonard-de-Portneuf 3,MÉ,1140.0,1113.0,141.8,2.4258760107816713,1000 à 2499,1000 à 2499
596,Saint-Ubalde,MÉ,1456.0,1412.0,140.72,3.1161473087818696,1000 à 2499,1000 à 2499
597,Sainte-Christine-d'Auvergne 3,MÉ,617.0,551.0,143.6,11.978221415607985,Moins de 1000,Moins de 1000
598,Esprit-Saint,MÉ,340.0,341.0,168.96,-0.2932551319648094,Moins de 1000,Moins de 1000
599,Cacouna,MÉ,1848.0,1803.0,62.75,2.4958402662229617,1000 à 2499,1000 à 2499
600,L'Isle-Verte,MÉ,1356.0,1294.0,119.15,4.7913446676970635,1000 à 2499,1000 à 2499
601,Notre-Dame-du-Portage,MÉ,1296.0,1151.0,40.06,12.597741094700261,1000 à 2499,1000 à 2499
602,Saint-Antonin,MÉ,4338.0,4049.0,175.93,7.137564830822425,2500 à 4999,2500 à 4999
603,Saint-Cyprien,MÉ,1078.0,1066.0,138.43,1.125703564727955,1000 à 2499,1000 à 2499
604,Saint-François-Xavier-de-Viger,MÉ,247.0,245.0,111.27,0.8163265306122449,Moins de 1000,Moins de 1000
605,Saint-Hubert-de-Rivière-du-Loup,MÉ,1412.0,1279.0,192.2,10.398749022673965,1000 à 2499,1000 à 2499
606,Saint-Modeste,MÉ,1180.0,1162.0,109.72,1.549053356282272,1000 à 2499,1000 à 2499
607,Saint-Épiphane,MÉ,836.0,827.0,82.85,1.0882708585247884,Moins de 1000,Moins de 1000
608,Saint-Alfred 5,MÉ,519.0,482.0,43.49,7.676348547717843,Moins de 1000,Moins de 1000
609,Saint-Joseph-des-Érables,MÉ,377.0,410.0,51.43,-8.048780487804878,Moins de 1000,Moins de 1000
610,Saint-Victor,MÉ,2313.0,2448.0,120.45,-5.514705882352941,1000 à 2499,1000 à 2499
611,Saint-Mathieu,MÉ,2339.0,2156.0,31.41,8.487940630797773,1000 à 2499,1000 à 2499
612,Ange-Gardien,MÉ,2889.0,2699.0,90.21,7.03964431270841,2500 à 4999,2500 à 4999
613,Rougemont,MÉ,2696.0,2755.0,43.91,-2.1415607985480944,2500 à 4999,2500 à 4999
614,Saint-Mathias-sur-Richelieu,MÉ,4544.0,4531.0,47.02,0.28691238137276537,2500 à 4999,2500 à 4999
615,Saint-Paul-d'Abbotsford,MÉ,2886.0,2890.0,79.6,-0.1384083044982699,2500 à 4999,2500 à 4999
616,Sainte-Angèle-de-Monnoir,MÉ,1828.0,1823.0,44.8,0.27427317608337903,1000 à 2499,1000 à 2499
617,Béarn 3,MÉ,708.0,720.0,496.28,-1.6666666666666667,Moins de 1000,Moins de 1000
618,Duhamel-Ouest,MÉ,945.0,878.0,91.49,7.6309794988610475,Moins de 1000,Moins de 1000
619,Fugèreville,MÉ,326.0,326.0,157.12,0.0,Moins de 1000,Moins de 1000
620,Kipawa 5,MÉ,446.0,499.0,35.58,-10.62124248496994,Moins de 1000,Moins de 1000
621,Laforce,MÉ,320.0,231.0,436.78,38.52813852813853,Moins de 1000,Moins de 1000
622,Laverlochère-Angliers 5,MÉ,947.0,978.0,400.83,-3.1697341513292434,Moins de 1000,Moins de 1000
623,Lorrainville,MÉ,1286.0,1272.0,87.91,1.10062893081761,1000 à 2499,1000 à 2499
624,Moffet,MÉ,206.0,187.0,340.31,10.16042780748663,Moins de 1000,Moins de 1000
625,Notre-Dame-du-Nord,MÉ,1090.0,1052.0,74.34,3.612167300380228,1000 à 2499,1000 à 2499
626,Rémigny,MÉ,287.0,280.0,894.05,2.5,Moins de 1000,Moins de 1000
627,Saint-Bruno-de-Guigues,MÉ,1185.0,1154.0,125.77,2.68630849220104,1000 à 2499,1000 à 2499
628,Saint-Eugène-de-Guigues,MÉ,458.0,465.0,109.52,-1.5053763440860215,Moins de 1000,Moins de 1000
629,Auclair,MÉ,447.0,448.0,105.78,-0.22321428571428573,Moins de 1000,Moins de 1000
630,Biencourt,MÉ,433.0,464.0,187.12,-6.681034482758621,Moins de 1000,Moins de 1000
631,Lac-des-Aigles,MÉ,495.0,512.0,86.63,-3.3203125,Moins de 1000,Moins de 1000
632,Lejeune,MÉ,246.0,262.0,270.13,-6.106870229007634,Moins de 1000,Moins de 1000
633,Rivière-Bleue,MÉ,1261.0,1230.0,173.42,2.5203252032520327,1000 à 2499,1000 à 2499
634,Saint-Athanase,MÉ,303.0,317.0,292.63,-4.416403785488959,Moins de 1000,Moins de 1000
635,Saint-Elzéar-de-Témiscouata,MÉ,311.0,321.0,151.14,-3.115264797507788,Moins de 1000,Moins de 1000
636,Saint-Honoré-de-Témiscouata,MÉ,763.0,741.0,262.97,2.968960863697706,Moins de 1000,Moins de 1000
637,Saint-Jean-de-la-Lande 3,MÉ,232.0,248.0,107.03,-6.451612903225806,Moins de 1000,Moins de 1000
638,Saint-Juste-du-Lac,MÉ,543.0,561.0,166.94,-3.2085561497326203,Moins de 1000,Moins de 1000
639,Saint-Michel-du-Squatec,MÉ,1076.0,1113.0,361.23,-3.3243486073674755,1000 à 2499,1000 à 2499
640,Saint-Pierre-de-Lamy,MÉ,122.0,117.0,110.63,4.273504273504273,Moins de 1000,Moins de 1000
641,Les Coteaux,MÉ,5643.0,5368.0,11.64,5.122950819672131,5000 à 9999,5000 à 9999
642,Les Cèdres,MÉ,7184.0,6777.0,77.63,6.005607200826324,5000 à 9999,5000 à 9999
643,Rivière-Beaudette,MÉ,2489.0,2097.0,18.48,18.693371483071054,1000 à 2499,1000 à 2499
644,Saint-Clet,MÉ,1700.0,1779.0,39.32,-4.4406970207982015,1000 à 2499,1000 à 2499
645,Saint-Polycarpe,MÉ,2372.0,2224.0,69.88,6.654676258992806,1000 à 2499,1000 à 2499
646,Saint-Télesphore,MÉ,754.0,759.0,60.1,-0.6587615283267457,Moins de 1000,Moins de 1000
647,Saint-Zotique,MÉ,9618.0,7934.0,25.04,21.225107133854298,5000 à 9999,5000 à 9999
648,Sainte-Justine-de-Newton,MÉ,947.0,922.0,84.59,2.7114967462039044,Moins de 1000,Moins de 1000
649,Sainte-Marthe,MÉ,1014.0,1097.0,79.6,-7.566089334548769,1000 à 2499,1000 à 2499
650,Terrasse-Vaudreuil,MÉ,1887.0,1986.0,1.06,-4.984894259818731,1000 à 2499,1000 à 2499
651,Très-Saint-Rédempteur,MÉ,978.0,898.0,26.06,8.908685968819599,Moins de 1000,Moins de 1000
